Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
Trek Wars: The Movie,2013,N/A,08 Aug 2013,N/A,"Animation, Sci-Fi",Tymaine Clay,"Tymaine Clay, Vasilios Pappas","Ryan T. Husk, Darth Schuhe, Freddy John James, Jakquelyn Sullivan",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt2258054,movie,N/A,N/A,N/A,N/A,True,
ABC Family Movie Lovestruck with Drew Seeley,2013,Not Rated,19 Apr 2013,2 min,"Short, Talk-Show",N/A,N/A,Drew Seeley,N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt2882142,movie,N/A,N/A,N/A,N/A,True,
Drive in: The Movie,2013,N/A,06 Apr 2013,85 min,Comedy,Ken Romer,Ken Romer,"Dewey Anderson, Brian Bundy, Ashley Glahn",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZjYzNzUzZjEtNmRmMS00ZmZlLThmNmMtMzZiM2ZiMTk1MTE4XkEyXkFqcGdeQXVyNjc3MzI1ODI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt2882166,movie,N/A,N/A,N/A,N/A,True,
This Movie Had No Script,2013,N/A,N/A,25 min,"Documentary, Short, Comedy",Ben Lifson,Ben Lifson,N/A,Improvisational theater is more then just a form of comedy. It is also a way of life. Minneapolis has...,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt2859572,movie,N/A,N/A,N/A,N/A,True,
Snipe Hunt the Movie,2013,N/A,06 Apr 2013,43 min,"Short, Comedy",Ken Romer,"David Glahn, Ken Romer","David Glahn, Dewey Anderson, Chasity Bolser",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYmZhMDY0Y2EtNjI0Zi00NjA0LWJjZGEtY2Q1ODhlMTMyNGFmXkEyXkFqcGdeQXVyNjc3MzI1ODI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt2799964,movie,N/A,N/A,N/A,N/A,True,
Movie Madness,2013,N/A,17 Oct 2013,12 min,"Short, Drama, Horror",David Swinburne,"Nick Lively, David Swinburne","Zach Covey, Justin Dodd, Bill Worden","Rickey Tracester receives the invitation of a lifetime: an exclusive screening of his favorite movie director's lost film. But when Rickey arrives at the premiere, he's in for a surprise he won't ever forget.",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt2807908,movie,N/A,N/A,N/A,N/A,True,
528 Key Movie,2013,N/A,08 Mar 2013,100 min,Documentary,Leonard Horowitz,Leonard Horowitz,Leonard Horowitz,"In 1938-39, the British Standards Institute and the Rockefeller Foundation imposed a musical standard on the world that condemned civilization to physiological distress and spiritual suppression. This imposition was called ""Standa...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMGJmZTRlOTAtNzczOC00YTAzLTkzNGQtM2Q4MGQ0ZGRmNzAzXkEyXkFqcGdeQXVyMTk4MTcxNDI@._V1_SX300.jpg,[],N/A,N/A,N/A,tt2771042,movie,N/A,N/A,N/A,N/A,True,
The New Thirty Movie,2013,N/A,N/A,30 min,"Short, Comedy, Romance",Candice Colbert,N/A,"Windy O'Reilly, Andy S. Allen, Karen Brundage","Celebrate with Molly (Windy O'Reilly) as she discovers 'Forty is The New Thirty.' A party movie for grown ups, The New Thirty Movie explores relationships beyond those first happy years of marriage. Unappreciated by her husband De...",English,United States,N/A,N/A,[],N/A,N/A,N/A,tt2782812,movie,N/A,N/A,N/A,N/A,True,
Cute Girl Movie Review,2013–,N/A,05 Feb 2013,N/A,Comedy,N/A,N/A,"Denesa Chan, Olivia Chaniewski, Christina Fandino, Christine Nitoff",Real life movie reviews performed by real life cute girls.,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt2787030,series,,,,,True,1
Frank Chickens: The Movie,2013,N/A,01 Jan 2013,14 min,"Documentary, Short, Biography, Music","Robert Makin(co-director), Ollie Verschoyle(co-director)",N/A,N/A,"A portrait of the unique, ever-evolving pop performance group and their surprise win of the Fosters Comedy God award. Featuring interviews with Stewart Lee and Kazuko Hohki.",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BNWFiZTY5YTUtM2QyZC00NjFmLWE1OGQtMzZlYjVmZjNkMjdjXkEyXkFqcGdeQXVyMTgwNTQwNjc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt2661634,movie,N/A,N/A,N/A,N/A,True,
Commitments: A Microsoft Short Movie,2013,N/A,25 Feb 2013,10 min,"Short, Comedy",Andre Wacemberg,"Will Fahim, Andre Wacemberg","Rafael Lucas, Rich Peckham, Will Fahim",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYWM1NDczYjEtMTE1OC00NDdkLTk3NjItOTA1NjgzZDgyMWEwXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt2736746,movie,N/A,N/A,N/A,N/A,True,
Iconic Movie Looks,2013,N/A,18 Feb 2013,60 min,Documentary,N/A,N/A,Carly Steel,"TV Guide Network's original one-hour special reveals the most iconic film looks and fashions that sparked trends the world over. With the help of fashion experts including ""Project Runway's"" Tim Gunn and costume designer Marilyn V...",English,United States,N/A,N/A,[],N/A,N/A,N/A,tt2750324,movie,N/A,N/A,N/A,N/A,True,
Count It Down: Biggest Movie Flops,2013,N/A,04 Mar 2013,60 min,Documentary,N/A,N/A,Scott Mantz,"Are you still scarred from Gigli? Can't believe anyone thought Waterworld was a good idea? Relive these memories and more with TV Guide Network's special Count It Down: Biggest Movie Flops. Including interviews with film critics, ...",English,United States,N/A,N/A,[],N/A,N/A,N/A,tt2750348,movie,N/A,N/A,N/A,N/A,True,
Les Misèrables Movie Special,2013,N/A,01 Jan 2013,N/A,Documentary,"Dave Skinner, Steven Vinacour",Steven Vinacour,"Michael Ball, Emma Willis",N/A,English,United Kingdom,N/A,N/A,[],N/A,N/A,N/A,tt2579974,movie,N/A,N/A,N/A,N/A,True,
Jano and the Movie Poster,2013,N/A,N/A,14 min,"Documentary, Short, History",Javier Figuero,N/A,N/A,"A semblance of Jano (1922-1992), a great Spanish cartoonist and a master in drawing movie posters.",N/A,Spain,N/A,N/A,[],N/A,N/A,N/A,tt2581952,movie,N/A,N/A,N/A,N/A,True,
The Bruce Movie,2013,N/A,N/A,20 min,"Documentary, Short, Biography","James Der Derian, Bruce Kickery",N/A,Bruce Kickery,"'The Bruce Movie' is a 20 minute documentary about the life of Bruce Kickery - a youthful 70 year old man from Northampton, MA with developmental disabilities. After Bruce learns the art of...",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt2624110,movie,N/A,N/A,N/A,N/A,True,
Movie Time!,2013–,N/A,14 Jan 2013,N/A,Comedy,N/A,N/A,"Tamo, Gonzalo Santana, Luis Martín",N/A,Spanish,Spain,N/A,N/A,[],N/A,N/A,N/A,tt2631006,series,,,,,True,1
Sushi: The Movie,2013,N/A,14 Jan 2013,N/A,"Short, Comedy",Fermin Galeano,Nathan Harper-Wendt,"Natasa Cordeaux, Fermin Galeano, Anne-Sophie Marie",N/A,English,UK,N/A,N/A,[],N/A,N/A,N/A,tt2632852,movie,N/A,N/A,N/A,N/A,True,
I Like the Movie Version Better,2013,N/A,28 Jan 2013,3 min,"Short, Music",Kody Wynne,Jerod McBrayer,"Susan Loraine Anderson, Theo Logian, Jerod McBrayer, Tim Reeder","Lovely passer-by Susan discovers a VHS tape that alters her reality and makes her realize why she ""Likes the Movie Version Better.""",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt2642382,movie,N/A,N/A,N/A,N/A,True,
Namekuji Gekijou the Movie: Take 2.22,2013,N/A,15 Sep 2013,18 min,Short,Shinya Matsumura,N/A,N/A,N/A,Japanese,Japan,N/A,N/A,[],N/A,N/A,N/A,tt3186680,movie,N/A,N/A,N/A,N/A,True,
The Man Who Made A Movie,2013,N/A,N/A,19 min,"Short, Drama",Ahmad Ibrahim Ahmad,Ali Wajeeh,"Jihad Saad, Loris Kazak, Muhammad Al-Ahmad, Nadine Tahseen Beck","In a country going through a relentless war, violence has multiple meanings and different effects on people. These effects maybe shown in shocking ways. The Man Who Made a Movie discusses ...",Arabic,Syria,N/A,N/A,[],N/A,N/A,N/A,tt3202394,movie,N/A,N/A,N/A,N/A,True,
Warunorri the Movie,2013,N/A,21 Sep 2013,70 min,Action,Masaaki Jindo,N/A,"Shigeru Chiba, Daiki Abe, Takatoshi Anbe, Tomoki Atsuta",N/A,Japanese,Japan,N/A,N/A,[],N/A,N/A,N/A,tt3218636,movie,N/A,N/A,N/A,N/A,True,
Lifesavers: The Movie,2013,Not Rated,03 Oct 2013,53 min,Comedy,Myles Byrne-Dunhill,Myles Byrne-Dunhill,N/A,"Five Gremlins knockoff movies from the 1980s are recut, dubbed over, and edited together to create an original storyline in this wacky experimental spoof.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMDg1NzRmMTItNDAzNi00ZmZjLWI3NzUtYmZlZmRiMDBlY2RlXkEyXkFqcGdeQXVyMzk5MDc1OTM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt3233580,movie,N/A,N/A,N/A,N/A,True,
Horror Movie,2013,N/A,01 Sep 2013,12 min,"Short, Comedy, Horror",William Jones,William Jones,N/A,Two horror movie obsessed teenagers believe they are being stalked by a serial killer on Halloween.,English,Australia,N/A,N/A,[],N/A,N/A,N/A,tt3214314,movie,N/A,N/A,N/A,N/A,True,
Movie Me,2013,N/A,N/A,18 min,"Short, Action, Fantasy",Micah Hancock,"Nick Chamberlain, Micah Hancock",N/A,A wild ride through multiple film genres by sophomores Micah Hancock and Nick Chamberlain.,English,United States,1 win,N/A,[],N/A,N/A,N/A,tt3254100,movie,N/A,N/A,N/A,N/A,True,
Movie Date,2013–,N/A,27 Feb 2013,N/A,Comedy,N/A,N/A,"Tyler Bruhn, Giovanni Capitello, Christiann Castellanos, Jacqui Holland","Jason is on a date with a gorgeous girl and all is going well, until her jealous boyfriend finds them.",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3256674,series,,,,,True,N/A
Movie Friends Kassel - Die Videothek Ihres Vertrauens,2013,N/A,14 Oct 2013,N/A,Documentary,Mano Anandason,Mano Anandason,"Mano Anandason, Saskia Freudenstein, Marcel Lange, Frank Michael Pretzel",N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt3262324,movie,N/A,N/A,N/A,N/A,True,
Final Call- the Movie,2013,N/A,20 Dec 2013,40 min,"Short, Drama",Jasmine Jewel,Jasmine Jewel,"Marina Catalán, Kevin Duplan, Sheina Mompremier, Tommy O'Brien",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3266432,movie,N/A,N/A,N/A,N/A,True,
Church Antics the Movie,2013,N/A,01 Dec 2013,15 min,"Short, Comedy, Drama","Natasha Baptiste, Shabaka Piankhi","Natasha Baptiste, Shabaka Piankhi","Maureen Arneaud, Eugene Baptiste, Dowega Blake, Anyiah Brown","A comedic take on the drama that takes place at Caribbean Pentecostal Churches, both before and behind the scenes.",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3272150,movie,N/A,N/A,N/A,N/A,True,
Red Dead: The Movie,2013,Not Rated,23 Jun 2013,4 min,"Short, Comedy",Ryan Blankenship,"Ryan Blankenship, Adam Fisher","Ryan Blankenship, Adam Fisher, Matt Fisher, Daryll Proud",Three discharged soldiers go into the woods. It could be their last mission.,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3275180,movie,N/A,N/A,N/A,N/A,True,
The Best Movie Ever Filmed,2013,N/A,N/A,3 min,"Short, Action",Aris Kaplanidis,Vasilis Paraskevas,"Constantina Georganta, Elias Roumeliotis, Aris Kaplanidis",N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt3105604,movie,N/A,N/A,N/A,N/A,True,
Did You Like the Movie?,2013,N/A,01 Aug 2013,16 min,"Short, Action, Comedy",Adrià Guxens,Adrià Guxens,"Willard Chan, Miranda Franklin-Wall, Autumn Harrison, Chaz Kao",Being lost in a layered dimension of films within films in where the boundary between fiction and reality doesn't exist at all.,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3110302,movie,N/A,N/A,N/A,N/A,True,
ABC Family Summer Movie Promos,2013,N/A,13 Jun 2013,N/A,"Short, Comedy",Nic Stanich,"Eric Cunningham, Clay Larsen",Clay Larsen,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3114008,movie,N/A,N/A,N/A,N/A,True,
Basketball Hopes: The Movie,2013,N/A,01 Jul 2013,N/A,Action,Edmond Choi,Edmond Choi,Ashley Powell,N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt3130588,movie,N/A,N/A,N/A,N/A,True,
TVGN Movie Special: Red 2,2013,N/A,16 Jul 2013,30 min,Documentary,N/A,N/A,"Anthony Hopkins, John Malkovich, Helen Mirren, Mary-Louise Parker",TVGN goes behind the scenes of Red 2 with exclusive interviews with cast & crew.,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3071872,movie,N/A,N/A,N/A,N/A,True,
My Movie Bhutan,2013,N/A,N/A,1 min,"Short, Adventure",N/A,N/A,N/A,A notebook of paintings done in Bhutan while living there for three years.,N/A,USA,N/A,N/A,[],N/A,N/A,N/A,tt3079864,movie,N/A,N/A,N/A,N/A,True,
Pink Movie,2013,N/A,N/A,21 min,"Documentary, Short, Biography",Zachary Hutchinson,Zachary Hutchinson,"Zachary Hutchinson, Cody Davis, Matthew Landry","PINK MOVIE is a personal auto-documentary that projects an authentic emotional core that exists parallel to self-aware broken constructions of cinema, homosexuality, age, relationships, ...",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3090684,movie,N/A,N/A,N/A,N/A,True,
Movie of Nothing,2013,Approved,06 Jul 2013,N/A,"Short, Action",No One,N/A,Nobody,"The intense tale of nothing and the struggles of no one. No budget, no actors, no ratings. A zero debt production.",English,Canada,N/A,N/A,[],N/A,N/A,N/A,tt3092758,movie,N/A,N/A,N/A,N/A,True,
Citizen Wrappa: Da Movie,2013,N/A,24 Jul 2013,26 min,"Short, Comedy, Horror","Mason Adam Lucas, Craig M Rosenthal","Mason Adam Lucas, Mason Adam Lucas (story), Craig M Rosenthal (story), Craig M Rosenthal","Jeremy Amos, Mathew Amos, John Chamberlain, Jeremiah Frazer","A spoof of urban films with a grade Z approach. It's like a homicidal version of a Cheech and Chong film with ultra, low budget gore and very black comedy. It is also reminiscent of the 80's shot-on-video films.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTg0NTE4MjYyNV5BMl5BanBnXkFtZTgwMjk1NzYzMDE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt3149390,movie,N/A,N/A,N/A,N/A,True,
University Glimpse: The Musical Movie,2013,N/A,22 Jun 2013,5 min,"Short, Musical",Max Damashek,N/A,"Derek Hedbany, Ty Johnson, Patrick Daly",N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt3153744,movie,N/A,N/A,N/A,N/A,True,
How to Promote a Movie,2013,N/A,02 Sep 2013,10 min,"Short, Action, Comedy",Daniele Misischia,Daniele Misischia,"Federico Frusciante, Francesco Braschi, Filippo Scarparo, Jacopo Mauriello",N/A,Italian,Italy,N/A,N/A,[],N/A,N/A,N/A,tt3161192,movie,N/A,N/A,N/A,N/A,True,
Act Like a Movie Star,2013–,N/A,01 Oct 2013,N/A,Reality-TV,N/A,N/A,Keith Odett,The actor's Character &amp; Scene study workshop and TV show.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZDk2N2Y4M2ItMzdmNS00MGMyLTkyZmUtZTczMGFmNWQ5NWFlXkEyXkFqcGdeQXVyMjY5MDIwNjE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt3163310,series,,,,,True,N/A
Coffee & Fried chicken: The Movie,2013,N/A,01 May 2013,6 min,"Animation, Short, Romance","Kun-I Chang, Shihwen Lin","Kun-I Chang, Shihwen Lin",N/A,"Coffee & Fried Chicken was born on April, 7th, 2012. When K, the black monkey who loves fried chicken, and W, the white rabbit who lives on coffee, exchanged their vows. K designed the ...",N/A,USA,N/A,N/A,[],N/A,N/A,N/A,tt3163854,movie,N/A,N/A,N/A,N/A,True,
Bob Movie,2013,PG,15 Feb 2013,10 min,"Short, Comedy",Rydrea Walker,Rydrea Walker,"Jabar Brice, Anthony Jones Robinson, Kayla McDaniels","A boy named Bob Phillips, who always happy all times and funny, but he is fall in love with new girl named Jaylea Wilson, he really want her so bad and he feel for her. He never tell Jaylea how his feel for her, In high School, Bob f",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMGZlY2Y4NmYtYzBkMy00NTFlLWEzMDAtNjQ4OTFjYzM3Y2JkXkEyXkFqcGdeQXVyNTQxODAxNzM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt3171082,movie,N/A,N/A,N/A,N/A,True,
I Wanted to Make a Movie About a Beautiful and Tragic Memphis,2013,N/A,N/A,15 min,"Documentary, Short, Music",Laura Jean Hocking,Laura Jean Hocking,N/A,A travelogue of love and heartbreak.,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt2996048,movie,N/A,N/A,N/A,N/A,True,
A Week Off: An Even Better movie,2013,N/A,02 May 2013,30 min,"Short, Comedy, Drama",Josh Deveau,Josh Deveau,"Kendra K. London, Robin Ann Rapoport, Bryan McKeon",Susan: The home maker/care taker Troy: The husband/father Paula: Susan's best friend/mother of her and Troy's love child Leroy: The man next door that Susan tales care of Jeramie: Troy and Paula's love child Edwin and Tabitha: Susan ,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt3010318,movie,N/A,N/A,N/A,N/A,True,
Woman with a Movie Camera,2013,N/A,01 May 2013,24 min,"Documentary, Short, Music",Jenessa Kenway,N/A,Jk Russ,"My short film 'Woman With A Movie Camera' is an experimental black and white documentary inspired by the classic 1929 film 'Man with a Movie Camera by Russian director, Dziga Vertov. In this film, I set out to create a short study...",N/A,United States,N/A,N/A,[],N/A,N/A,N/A,tt3066986,movie,N/A,N/A,N/A,N/A,True,
Count It Down: Coolest Movie Characters,2013,N/A,26 Jun 2013,60 min,Documentary,N/A,N/A,N/A,"TVGN counts down the coolest characters in film history, including James Bond, Ferris Bueller, Selina ""Catwoman"" Kyle & Holly Golightly.",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3071748,movie,N/A,N/A,N/A,N/A,True,
From Bullied to Black Belt the Movie,2013,N/A,10 Jul 2013,N/A,"Short, Drama",Carlos Cruz,N/A,N/A,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3042114,movie,N/A,N/A,N/A,N/A,True,
#The Movie,2013,N/A,10 Jul 2013,4 min,"Short, Comedy",Mike Hutcherson,N/A,"Nicholas Malcolm Oram, Emily Scanlon, Shaun Lowthian",N/A,English,UK,N/A,N/A,[],N/A,N/A,N/A,tt3043894,movie,N/A,N/A,N/A,N/A,True,
Dinner and a Movie,2013,N/A,N/A,15 min,"Short, Comedy, Family",James Dokko,"James Dokko, Elliot Garcia (story)","Jordan Turchin, Erich Rausch, Sally Connors","A vagabond sits down to the meal of his dreams, but is surprised to find something even more fulfilling when fantasies meld with reality.",English,USA,1 win.,N/A,[],N/A,N/A,N/A,tt3027796,movie,N/A,N/A,N/A,N/A,True,
Movie on a Stick,2013,N/A,01 Jun 2013,33 min,"Documentary, Short, Comedy",Todd Kuhns,Todd Kuhns,"Randy Bame, Jeff Denight, Katrina Godfrey","Why does everything taste better on a stick? Randy, Katrina and Jeff attempt to find out as they sample and review all 48 'stick foods' at America's classic state fair. The result is a ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTg4Nzk5Mjk1OV5BMl5BanBnXkFtZTgwODQ5NDIwMDE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt3015334,movie,N/A,N/A,N/A,N/A,True,
ABC Family Movie 'Lovestruck': Scoop from the Stars,2013,Not Rated,13 Apr 2013,2 min,"Short, Talk-Show",N/A,N/A,"Alexander DiPersia, Sara Paxton",N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt2899996,movie,N/A,N/A,N/A,N/A,True,
Movie Cops,2013,N/A,N/A,N/A,"Short, Comedy","Michael A. MacRae, Mike Silva",Michael A. MacRae,"Austin Kyle Davis, Justin Michael Kelley, Michael A. MacRae, Matt Nye",N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt2901564,movie,N/A,N/A,N/A,N/A,True,
Tender Wild Animal: The Movie,2013,N/A,12 Apr 2013,13 min,"Short, Comedy, Music",Shaden Garett,Shaden Garett,"Sean Fulton, Bree Greig","In the year 2053, a global baby-making ban has put a stop to sexual relations. The world is watched 24/7 by the Remote Affection Detection (R.A.D.) team, whose mission is to identify 'first base infractions' and 'second base advan...",English,"Canada, United States",N/A,N/A,[],N/A,N/A,N/A,tt2902560,movie,N/A,N/A,N/A,N/A,True,
Karma: 2 Minute Movie,2013,N/A,19 Apr 2013,2 min,"Short, Action, Drama",Felix Tsao,Felix Tsao,"Kimberly Rose, Chad King, Mike Okubo, Chris Hames","What goes around, comes around.",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt2903446,movie,N/A,N/A,N/A,N/A,True,
The KJZZ 14 Movie Show,2013–,N/A,01 Jan 2013,N/A,Talk-Show,N/A,N/A,"Melanie Nelson, Warren Workman",N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt2903674,series,,,,,True,1
Movie Friends: Prashant Prabhakar,2013,N/A,29 Apr 2013,2 min,"Documentary, Short",Volker Baldauf,Prashant Prabhakar,"Prashant Prabhakar, Yvo René Scharf, Martin Thon",N/A,German,Germany,N/A,N/A,[],N/A,N/A,N/A,tt2914030,movie,N/A,N/A,N/A,N/A,True,
Na Ali'i of Comedy: The Movie,2013,N/A,26 Apr 2013,102 min,Comedy,Gerard Elmore,N/A,"Andy Bumatai, Frank Delima, Ed Kaahea","Follow comedy legends Andy Bumatai, Mel Cabang, Frank Delima, Ed Kaahea, and Augie Tulba as they embark on a epic historic comedy tour around the state of Hawaii.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTQ0MzI3MTUyMl5BMl5BanBnXkFtZTcwNzA3MjU1OQ@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt2918012,movie,N/A,N/A,N/A,N/A,True,
Doubt Movie Scene,2013,N/A,06 Jun 2013,4 min,"Short, Drama",Darius Bowie,Nathan Halverson,Darius Bowie,N/A,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt2968558,movie,N/A,N/A,N/A,N/A,True,
The Movie Pitch,2013,N/A,04 May 2013,2 min,"Short, Comedy",Chris von Hoffmann,Chris von Hoffmann,"Chris von Hoffmann, Gillian Moura","A naive young filmmaker pitches an action movie to a studio executive, spliced with clips from genre movies to help describe his vision.",English,USA,N/A,N/A,[],N/A,N/A,N/A,tt2971624,movie,N/A,N/A,N/A,N/A,True,
Movie Star Idol,2013–,N/A,19 May 2013,30 min,Comedy,N/A,N/A,"Jessie Carter, James E. Foley, Serena Sun",A director is haunted by a past love as he tries to finish his biggest project to date. The pressure becomes unbearable as the financier has a lack of patience.,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt2974720,series,,,,,True,1
Super Social Movie,2013,N/A,27 May 2013,16 min,"Short, Comedy","Morgan Prêleur, Rémi Sello","Akim Omiri, Norman Thavaud","Norman Thavaud, Stéphane Gildas, Cindy Bossan",N/A,French,France,N/A,https://m.media-amazon.com/images/M/MV5BNzJiYWMzOTYtMWI1Yy00MmU2LWEwYmMtZmM2NjRiMDM4N2ZlXkEyXkFqcGdeQXVyNzc5NDg4OTc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt2976376,movie,N/A,N/A,N/A,N/A,True,
Awan Dania: The Movie,2013,N/A,14 Mar 2013,99 min,"Comedy, Romance",Rashid Sibir,"Sofia J. Rhyland, Rashid Sibir","Scha Alyahya, Hans Isaac, Elly Mazlein",N/A,Malay,Malaysia,N/A,https://m.media-amazon.com/images/M/MV5BNTNjNGM3MWYtNjZlNS00Yzg2LWE4ZmEtYzI0NzUyMGIyMmZmXkEyXkFqcGdeQXVyMjgzNDQyMjE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt2982114,movie,N/A,N/A,N/A,N/A,True,
The Argovian One Minute Movie Disaster,2013,N/A,24 Aug 2013,2 min,"Short, Comedy",Joachim Zwick,"Joachim Zwick (story), Joachim Zwick","Phil Bond, Julia Camardese, Gabriel da Silva, Ricardo Dalla Via","A fictional story about the 1st One Minute Movie Festival in Aarau, Switzerland in 1913: a robber on the run and a police man interfere the shooting for a short film. This ends up being a complete disaster.",N/A,Switzerland,N/A,N/A,[],N/A,N/A,N/A,tt2986836,movie,N/A,N/A,N/A,N/A,True,
Fantastic Movie Trailers 12: VHS Rewind! Tape 3,2013,N/A,11 Jun 2013,88 min,Action,N/A,N/A,N/A,"Fantastic Movie Trailers 12 - VHS Rewind! Tape 3 Launched in 1976, VHS stood as the video recording standard for almost three decades and for the first time gave people the ability to watch...",English,Canada,N/A,N/A,[],N/A,N/A,N/A,tt2986922,movie,N/A,N/A,N/A,N/A,True,
Fantastic Movie Trailers 13: The Final Chapter!,2013,N/A,12 Jun 2013,118 min,"Action, Horror, Sci-Fi",N/A,N/A,N/A,"Welcome to this thirteenth compilation of fantastic movie trailers! From the early drive-in fares to the 70's Grindhouse exploitation double bills, this collection is where you found the ...",English,Canada,N/A,N/A,[],N/A,N/A,N/A,tt2987472,movie,N/A,N/A,N/A,N/A,True,
Fantastic Movie Trailers: More of the Best!,2013,N/A,13 Jun 2013,89 min,Action,N/A,N/A,N/A,"Welcome to this special compilation of fantastic movie trailers, featuring some of the best trailers of the series, with some all new ones! Through this compilation, you will discover the ...",English,Canada,N/A,N/A,[],N/A,N/A,N/A,tt2987478,movie,N/A,N/A,N/A,N/A,True,
Highly Sober Hangout: Movie Review,2013–,N/A,01 Nov 2013,N/A,Talk-Show,N/A,N/A,Gerald Yelverton,Gerald Yelverton and a panel of guests talk about films and the world of movie news.,English,USA,N/A,N/A,[],N/A,N/A,N/A,tt3752820,series,,,,,True,1
Awesome Movie: Harlem Shake,2013,N/A,16 Feb 2013,N/A,"Short, Comedy",Jay Milnamow,Jay Milnamow,"J.J. Harman, Jay Milnamow, Andrew Shott, Gerald Yelverton",N/A,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZWRiYzgyOGEtYzExMi00MzNmLWJiZjUtM2IzYzY1OTE2OThiXkEyXkFqcGdeQXVyMzUzMTgyNTE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt3752864,movie,N/A,N/A,N/A,N/A,True,
2013 MTV Movie Awards: Rebel Wilson Interrogation,2013,TV-PG,14 Apr 2013,1 min,"Short, Comedy",Evan Silver,Noah Levenson,"Matt Lucas, Rebel Wilson",Rebel Wilson is held and interrogated by very some evil men (Matt Lucas). Will she break under the pressure and physical torture?,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt3691540,movie,N/A,N/A,N/A,N/A,True,
Internet Famous Movie,2013,N/A,15 Apr 2013,40 min,"Documentary, Short",Rohil Aniruth,Rohil Aniruth,"Dan Bull, Joey Gatto, Jaclyn Glenn","An independent documentary film that discusses the culture, business and take over of the online entertainment giant YouTube as well as exploring what the quest for ""internet fame"" means to those who pursue it.",English,South Africa,N/A,N/A,[],N/A,N/A,N/A,tt3702650,movie,N/A,N/A,N/A,N/A,True,
Sony Movie News,2013–,N/A,N/A,5 min,News,N/A,N/A,N/A,N/A,English,UK,N/A,N/A,[],N/A,N/A,N/A,tt3728006,series,,,,,True,N/A
