Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
Lofi Cherokee: The Movie,2021,N/A,N/A,115 min,Documentary,Patrick Branson,Patrick Branson,N/A,"A documentary about a unique music video event held on a historic street in Saint Louis, MO showcasing the eclectic musical talent of the area.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BY2I3ZTNmZDYtNzA0ZC00ZDExLTlmMGItNTA0NWM5ZTU4NzkxXkEyXkFqcGdeQXVyMjI0NjYyMTU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt15289146,movie,N/A,N/A,N/A,N/A,True,
Draeden Dorr: The Movie,2021,N/A,06 Jan 2021,53 min,Romance,Raphael Tuval,Raphael Tuval,"Saboor Sahak, Marina Salehzada, Raphael Tuval",N/A,N/A,France,N/A,https://m.media-amazon.com/images/M/MV5BZDhlOTg2ZDQtYmI0ZS00NDA3LWE3YzQtZjliMTY4NzlkYzEzXkEyXkFqcGdeQXVyMTIyNTYzMTI0._V1_SX300.jpg,[],N/A,N/A,N/A,tt15123878,movie,N/A,N/A,N/A,N/A,True,
The Jack Ruhl Show: The Movie,2021,N/A,25 Aug 2021,90 min,Documentary,Jack Ruhl,N/A,"Jack Ruhl, Justin Bul-Lalayao, Joe Jordan",A documentary about a college senior and his best friends throughout their last three years in film school.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZDIwNDlkNWItN2EyOS00YWM2LTlmY2YtNTQyOTM1OTg0YTAzXkEyXkFqcGdeQXVyOTUzMjY4NjQ@._V1_SX300.jpg,[],N/A,N/A,N/A,tt15126948,movie,N/A,N/A,N/A,N/A,True,
Bentley the Movie,2021,N/A,23 Jul 2021,N/A,Drama,Dre Josiah,Dre Josiah,N/A,N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt15132578,movie,N/A,N/A,N/A,N/A,True,
TCFF Movie Trivia Night!,2021,N/A,12 Aug 2021,N/A,Comedy,Jake Beaver,"Jake Beaver, Chelsea Anne Lawrence, Joel Thingvall",N/A,Minnesota actors and experts meet for funny movie trivia.,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt15132816,movie,N/A,N/A,N/A,N/A,True,
The MD/VA Movie Club,2021–,Not Rated,01 Aug 2021,N/A,Talk-Show,N/A,N/A,"Matthew Winstead, Dan Lane, Cayla Lane","Weekly geek news pop culture updates, film and tv gossip all discussed by the MD/VA Movie Club. The crew meet each week to discuss a different film that they have picked from the week before.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BY2ZmMzI0MjctNDA5NC00ZDE2LWJlNzItNmZjNTIzNzhlMzhkXkEyXkFqcGdeQXVyMTAzMjQzNDU4._V1_SX300.jpg,[],N/A,N/A,N/A,tt15136932,series,,,,,True,4
The APSI Farewell Movie - 2020,2021,N/A,03 Feb 2021,21 min,"Documentary, Short",Harshit Mishra,"Rishabh Dhelariya, Bhoomika Ladhani, Krish Sabha","Naman Agrawal, Vidit Agrawal, Nishita Ambwani","This movie/documentary represents emotional and happy moments with school seniors on the day of farewell. Representing Past and Present of School life, done in the most cinematic way possible.",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BMzkwZDEwZjQtM2E2MC00MjdiLWI4ODUtYzhhNmI2MDVhNTljXkEyXkFqcGdeQXVyMTM1MDA2NTM2._V1_SX300.jpg,[],N/A,N/A,N/A,tt15140336,movie,N/A,N/A,N/A,N/A,True,
The GiovanniLoud Movie,2021,N/A,28 Sep 2021,N/A,Comedy,Giovanni Loud,Giovanni Loud,N/A,N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt15168294,movie,N/A,N/A,N/A,N/A,True,
Jack Neel - Strange Horror Movie Facts,2021–,N/A,20 Jun 2021,N/A,N/A,N/A,N/A,Jack Neel,N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOGIwYWIxYmYtYWU3YS00NTFhLWJhNTMtODU3OGNmOWM2YjYwXkEyXkFqcGdeQXVyMTE4NzExMzMx._V1_SX300.jpg,[],N/A,N/A,N/A,tt15169174,series,,,,,True,1
The Mighty Six Movie,2021,N/A,17 Dec 2021,72 min,"Animation, Musical, Adventure",Cole Banduam,Kieron Faming,"Samir Adams, Anaya Hawley- Ayodeji, George Berger","Mandy gets an phone call about the biggest concert ever in Plotagon City, and really wants to bring the Mighty Six back together. Will they be successful and win the trophy.","Spanish, German, Dutch, French, English","United States, France, United Kingdom",N/A,https://m.media-amazon.com/images/M/MV5BODJiZDNiYTItMjAzMC00MTNhLTllNWYtYWY1N2YyMWVkMmUwXkEyXkFqcGdeQXVyMTI4ODI2MzIy._V1_SX300.jpg,[],N/A,N/A,N/A,tt15170304,movie,N/A,N/A,N/A,N/A,True,
The Least Ghastly Bloody War Movie Ever Made,2021,N/A,17 Oct 2021,18 min,"Short, Family",Rafael Petlock,Lee Irving,"Olivia Colon, Ian Drake, Tyler Drake",N/A,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNWZlZTE1YWYtZTE5OS00YzU4LWI0ZTgtNWFkY2QwNjliNGUxXkEyXkFqcGdeQXVyMTAxNTUxMzEz._V1_SX300.jpg,[],N/A,N/A,N/A,tt16914754,movie,N/A,N/A,N/A,N/A,True,
Street Light: The Movie,2021,N/A,12 Apr 2021,70 min,"Documentary, Drama, Music",KRS-One,N/A,KRS-One,N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYTE0NmMyMmYtYThlYi00NjExLWFkNzctNzg1M2Q1YWM4ZmI4XkEyXkFqcGdeQXVyMTAwMjgyOTY4._V1_SX300.jpg,[],N/A,N/A,N/A,tt17024132,movie,N/A,N/A,N/A,N/A,True,
The Perfect Movie,2021,N/A,08 Feb 2021,79 min,Comedy,Efrain Flores,Efrain Flores,"Efrain Flores, Rene Flores, Juan Felipe Restrepo",Two filmmakers are ending their senior year in film school and now have to come up with a short film idea to pass their final and impress their professor Mr.D.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMzY0ZjQzNmItNGVjMy00NDU4LWFkZmItMTNiMWYxZjY5YzgwXkEyXkFqcGdeQXVyNzk5NDMyMzQ@._V1_SX300.jpg,[],N/A,N/A,N/A,tt17493278,movie,N/A,N/A,N/A,N/A,True,
Another Holiday: The Movie,2021,N/A,26 Dec 2021,113 min,Drama,Teejay RossOscar,"Andona Ingya, Ifeanyi Nwankwere","Monisola Adetiba, Itie Bade Akerejola, Ifeanyi Nwankwere",N/A,English,Nigeria,N/A,N/A,[],N/A,N/A,N/A,tt18227496,movie,N/A,N/A,N/A,N/A,True,
Finger Guns: The Movie,2021,N/A,03 Feb 2021,N/A,"Short, Comedy",Christopher Tempel,N/A,"Beth Fritz, Sam Fritz, Karissa Tempel",N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt18351840,movie,N/A,N/A,N/A,N/A,True,
SNF Week 6 Preview: Seahawks vs Steelers (2021) Primetime Football & a Movie (Grudge Match),2021,N/A,16 Oct 2021,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt18523546,movie,N/A,N/A,N/A,N/A,True,
MSPT: The Movie,2021,N/A,11 Jun 2021,89 min,Action,"Marcus Smith, Tashagamer","Marcus Smith, Marcus Smith","Pig Master, Yariel, Quan Redtail","After the events of ""Toad's Mistake 3"", Toad invades the MSPT universe, looking for Mario and his friends to kill and conquer. Mario, Sonic, Luigi, and Tails has a mission to defeat Toad - but this time, things get more interesting.",N/A,United States,N/A,https://m.media-amazon.com/images/M/MV5BMGY4YTM4MmQtZWQ4Yy00ODM5LTg1MjgtNzAwNzgzZWFiOTM4XkEyXkFqcGdeQXVyMTUwNTkwNTI1._V1_SX300.jpg,[],N/A,N/A,N/A,tt19120166,movie,N/A,N/A,N/A,N/A,True,
The shabankables movie,2021,Approved,27 Oct 2021,N/A,"Animation, Short",Shakur Bancus Ali,N/A,Plotagon Story,A young guy named Bancus aka shabankables teams up with a movie director named Brad the director to make a movie for a guy named Bret who is trying to destroy the world,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNTdjMTYwN2UtNTMwZS00MmRlLWJjZTktNmQzMWI2YjhjNjM1XkEyXkFqcGdeQXVyMTQ2NjAzNTgz._V1_SX300.jpg,[],N/A,N/A,N/A,tt19364880,movie,N/A,N/A,N/A,N/A,True,
"Et Tu, Rob?: The Play: The Movie",2021,N/A,14 Dec 2021,103 min,"Comedy, Crime",Erik Wells,Peter Bashaw,"Joshua Mutterperl, Christian Wachter, Ally Watkinson","Moments before the curtains rise on their high school's production of Julius Caesar, Rob (the actor playing Brutus) accidentally stabs Wyatt (Caesar) backstage. Rob and his best friend Craig (Cassius) must then try to get Wyatt re...",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYjY4ZGE1NDItOTgxMS00MmQxLTk1OWEtODY1MTA5ZDkzMjFlXkEyXkFqcGdeQXVyNDk3NzY5NzE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt19389178,movie,N/A,N/A,N/A,N/A,True,
Horrible Movie. A Brief History of Russian Amateur Trash Horror Cinema,2021,N/A,27 Feb 2022,102 min,Documentary,Maxim Poltavchenko,Maxim Poltavchenko,"Pavel Fominenko, Viktor Murzikov, Maxim Poltavchenko","The film tells the story of several representatives of the Russian amateur thrash and horror cinema. The characters remember how they took their first steps on the set, what difficulties they faced, how their fate turned out in th...","English, Spanish, Russian",Russia,N/A,https://m.media-amazon.com/images/M/MV5BNWJhZmZhZDMtOGU5MS00MzVkLWEwN2ItOGU1YWViMmM2Y2IzXkEyXkFqcGdeQXVyMTUyMjI0Njkx._V1_SX300.jpg,[],N/A,N/A,N/A,tt19784362,movie,N/A,N/A,N/A,N/A,True,
The SASS Movie,2021,N/A,20 Dec 2021,N/A,Comedy,Vishal Muralee,"Vishal Muralee, Riley Thornton-Mackay","Gibby, Ali Haider, Issac",N/A,English,Australia,N/A,https://m.media-amazon.com/images/M/MV5BMGU0OTU3ZWQtNDg0OS00ZDliLWJhNjMtNjNiYTBlMjJmM2YwXkEyXkFqcGdeQXVyMTUyNDQwMDgz._V1_SX300.jpg,[],N/A,N/A,N/A,tt19864182,movie,N/A,N/A,N/A,N/A,True,
Swag City Movie,2021,N/A,14 Nov 2021,4 min,"Animation, Short",Sebaroni,N/A,"Sebo Bruh, Callovv, Isa Gaming","The Mfs of Swag City become a strong goofy ahh team and fight ""Bro:skull:"" and become a team with him. They all end up fighting ""S3gaming"" and lonely ahh ""Anna Banana"".",English,United States,N/A,N/A,[],N/A,N/A,N/A,tt19882152,movie,N/A,N/A,N/A,N/A,True,
The Yellow Queen a road movie,2021,N/A,27 Oct 2021,87 min,Documentary,Lucio Arisci,N/A,Lucio Arisci,"One way journey from Germany to Mali on the routes of an unexpected ""underground"" and semi-clandestine trade. A road trip to widen our horizons as ""Western citizens"" towards a broader and more sustainable vision of consumer society.",English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYjExYTliMjgtMjI2Yi00ZDE1LThjNWUtNzU4MWFiM2NiZjdmXkEyXkFqcGdeQXVyMTI5NzA1ODI5._V1_SX300.jpg,[],N/A,N/A,N/A,tt19889128,movie,N/A,N/A,N/A,N/A,True,
90 Day Rule the movie,2021,N/A,07 Mar 2021,110 min,Romance,Karim Jamal,"Tony Robinson Jr., Michelle Yvonne","Shon Berry, Rae'l Regina Charles, Dedric Dec Colbert","Tamia has it all nice house, nice car and a loving relationship, until one day she catches her boyfriend cheating.. That's when she comes up with the 90 Day Rule..",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNjhjYzBlOTctOTdjMS00NmFhLWFmZDctOWRkMTA0YTI2YjM3XkEyXkFqcGdeQXVyOTkwMTY5ODM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt20197040,movie,N/A,N/A,N/A,N/A,True,
Episode 48: Movie Review - The Cursed (2021) Don't F**k with Gypsies,2021,N/A,03 Apr 2022,N/A,Horror,N/A,Benjamin Dutill,N/A,N/A,N/A,United States,N/A,https://m.media-amazon.com/images/M/MV5BZjcwYTc3NzUtYTk0Yi00MDAwLTk0MjAtMjI1MjA4MGZlODA3XkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt20252726,movie,N/A,N/A,N/A,N/A,True,
B-Movie Enema,2021–,N/A,02 Jan 2021,N/A,Comedy,N/A,N/A,"Geoff Arbuckle, Carolyn Bruce, Jason Oliver","Geoff Arbuckle, B-Movie Proctologist, watches movies with his trusty companion and partner Nurse Disembaudee.",English,United States,N/A,N/A,[],N/A,N/A,N/A,tt20518454,series,,,,,True,3
Ultraman Sorta vs. Godzilla Starring Matt Frank: The Movie,2021,N/A,10 Jul 2021,6 min,"Short, Comedy, Sci-Fi",Jared Foust,N/A,"Mike Dent, Billy Dubose, Jared Foust","Despite repeatedly being told not to, famed kaiju illustrator Matt Frank presses a button he shouldn't have pressed.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYzk3ZTRjN2ItNzljMy00YmY5LWExYTgtODQwNmE5YTU2YTg5XkEyXkFqcGdeQXVyMTIyNjQ1OTMy._V1_SX300.jpg,[],N/A,N/A,N/A,tt21198416,movie,N/A,N/A,N/A,N/A,True,
Ging Movie: Hunt the Hunter,2021,N/A,05 Oct 2021,N/A,Short,A. Yigit Akkus,A. Yigit Akkus,"Ekin Bernay, Dogukan Kanik, Deniz Tekin",N/A,English,Turkey,N/A,https://m.media-amazon.com/images/M/MV5BMDc3MTFmMTItMDlkOC00NDUxLWI5ZmYtMWVkMzNmYzU3NTA0XkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt21406148,movie,N/A,N/A,N/A,N/A,True,
Bombaster Letspley: The Movie,2021,N/A,30 Dec 2021,60 min,Documentary,Petr Utochkin,Kirill Denisenko,"Kirill Denisenko, Egor Vyatkin",A documentary about the life of video game reviewer Kirill Denisenko in a small Russian village.,Russian,Russia,N/A,N/A,[],N/A,N/A,N/A,tt21905664,movie,N/A,N/A,N/A,N/A,True,
Movie Jo Night,2021–,N/A,21 Sep 2021,N/A,Comedy,N/A,N/A,"Mary Jo Pehl, Chris Gersbeck, Seymour",N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTFkMTNlZTYtZjg1Yi00NzBmLThmOWMtZjY2YzRjYzI2NzhjXkEyXkFqcGdeQXVyNzExMzc0MDg@._V1_SX300.jpg,[],N/A,N/A,N/A,tt22075060,series,,,,,True,1
Super Tom: The Movie,2021,N/A,15 Jun 2021,125 min,Talk-Show,"Richard Norris, Steven Riches",N/A,"Arnold Kelly, Lizzie Richardson, Matthew Richardson",N/A,English,United Kingdom,N/A,N/A,[],N/A,N/A,N/A,tt22326064,movie,N/A,N/A,N/A,N/A,True,
The Joexian Mercado Movie: World's Largest Mcdonalds,2021,N/A,25 Dec 2021,177 min,"Adventure, Comedy",Joexian Mercado,Joexian Mercado,"Joel Mercado, Joexian Mercado, Monica Mercado","Joexian And His Family Arrive At Florida To Find The World's Largest Mcdonalds. First, They Go To Disney World.",English,United States,N/A,N/A,[],N/A,N/A,N/A,tt22382032,movie,N/A,N/A,N/A,N/A,True,
Joexian and Nate: The Movie,2021,N/A,20 Sep 2021,103 min,"Animation, Adventure, Horror",Joexian Mercado,Joexian Mercado,"Joexian Mercado, Nate","After Delivering A Neon Pizza At Building Brothers' Pizza, Joexian And Nate Go To Bed Only To Wake Up And End Up In A Scary Place That Is Haunted By An Evil Stuffed Bear.",N/A,United States,N/A,N/A,[],N/A,N/A,N/A,tt22457282,movie,N/A,N/A,N/A,N/A,True,
I'M sorry horror movie 2021,2021,N/A,06 Oct 2021,N/A,"Short, Horror",Shahzada,Shahzada,"Tamanna Mahajan, Shahzada",N/A,Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BYjk0ZWU3MDItNDBlZC00NDRkLThlNzctYmU3YjRhNmU2ZTAyXkEyXkFqcGdeQXVyMTU2OTY4MDkx._V1_SX300.jpg,[],N/A,N/A,N/A,tt22489062,movie,N/A,N/A,N/A,N/A,True,
Karate Combat the Movie,2021,N/A,16 Dec 2021,N/A,"Short, Action",Robert Bryan,N/A,"Bas Rutten, Georges St-Pierre, Danny Trejo",N/A,English,N/A,N/A,N/A,[],N/A,N/A,N/A,tt23186864,movie,N/A,N/A,N/A,N/A,True,
The most senseless movie,2021,N/A,18 Dec 2021,79 min,Adventure,Ruslan Zakirov-Koloshmat,Ruslan Zakirov-Koloshmat,N/A,"The main character constantly changes his appearance and changes clothes, moves in time (in childhood, for example), the musical accompaniment is constantly changing, the aesthetics is changing - the saturation of the expressive i...",Russian,Russia,N/A,N/A,[],N/A,N/A,N/A,tt23664690,movie,N/A,N/A,N/A,N/A,True,
Bridge Worm: The Minecraft Movie,2021,N/A,06 Dec 2021,N/A,"Short, Horror",Brandon Smith,Brandon Smith,"Orion Mickens, Vwuffy, Chris Juarez",N/A,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOTIyZWNmYjktYzllYy00YmM0LWIwYmUtYjBhNTE1ZmI3NWM4XkEyXkFqcGdeQXVyNzc1MDM4NDg@._V1_SX300.jpg,[],N/A,N/A,N/A,tt23769440,movie,N/A,N/A,N/A,N/A,True,
Drone Movie: Top View,2021,N/A,26 Nov 2021,5 min,Short,Kostiantyn Mishchenko,Kostiantyn Mishchenko,N/A,N/A,English,United States,3 wins,https://m.media-amazon.com/images/M/MV5BNGY4YzE2ZWEtODMxYi00ZTZiLTk1YWMtYWFiZmU4NmZlYmY5XkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt23985996,movie,N/A,N/A,N/A,N/A,True,
Gramma and Ginga: The Movie,2021,N/A,21 Oct 2021,N/A,"Short, Documentary",Jennifer Steinman Sternin,N/A,"Arlena Bashnett, Frank Fumich, Sheila Liljenquist","A short documentary film featuring beloved sisters Gramma and Ginga who, at ages 104 and 99, accidentally became the world's oldest internet superstars.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYzFkYzE1NTMtZDc3Zi00OWI3LWFhNWYtZWQ1ZWE3ZmU1MDQ4XkEyXkFqcGdeQXVyNzY3MDUzOA@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt25146956,movie,N/A,N/A,N/A,N/A,True,
The Mysterious Domain Movie Palace,2021–,N/A,02 Feb 2021,N/A,Horror,N/A,N/A,Arlene Whiteswan,"""The Mysterious Domain Movie Palace"" presents gothic horror movies and other mysterious domains on YouTube, with your host Arlene Whiteswan.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYzBkY2FiYTktZjhjMy00YWMyLWIxMGEtZTA1OWNhZjA4ZTMyXkEyXkFqcGdeQXVyMzI2MDEwNA@@._V1_SX300.jpg,[],N/A,N/A,N/A,tt25730502,series,,,,,True,N/A
Davemadson the Movie: The Evil Beings Strike Back,2021,N/A,15 Apr 2021,89 min,"Animation, Action, Comedy",Santiago Reveco Lepe,"David Madson, Santiago Reveco Lepe","Microsoft Sam, Microsoft Mike, Microsoft Mary","In this 10th anniversary special, it was business as usual in the davemadson enterprises building, as Dave and his friends came through the bloopers. Amid the bloopers, Mike blows his head off during a tantrum, Mary fries Sam with...",English,"United States, Chile, Philippines",N/A,https://m.media-amazon.com/images/M/MV5BN2M0YTI0YTctYThiOS00M2E3LWFiZjYtZDM5MjNlODRlY2QyXkEyXkFqcGdeQXVyNTQ1MzU0Nzc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt26451308,movie,N/A,N/A,N/A,N/A,True,
The Movie: CyberPunk London - A New Beginning 2021,2021,N/A,06 Dec 2021,N/A,"Short, Sci-Fi",Jesus Gomez,Jesus Gomez,N/A,Cyberpunk is a subgenre of science fiction in a dystopian futuristic setting that tends to focus on a combination of lowlife and high tech featuring advanced technological and scientific achievements,English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMGNlYTE4NjMtMzZjYS00ZDA4LTllYjEtZDkzZjhhZmIzZTQ0XkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt27041862,movie,N/A,N/A,N/A,N/A,True,
Magical Adventures: A Reagans Room Movie,2021,N/A,01 Jan 2021,41 min,"Animation, Short",Vince Rundus,N/A,"Murray Wyatt Rundus, Reagan Rundus, Candace Walker",Join Reagan as her imagination takes off in her room. The adventures begin out her magical window. She visits Japan and confronts a Samurai.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOWZmYTZhNjctYWE1Yy00ZWQ3LWJjYjItNDc5NmEyMzJlZDk5XkEyXkFqcGdeQXVyMTUxNTk0NTU4._V1_SX300.jpg,[],N/A,N/A,N/A,tt27050886,movie,N/A,N/A,N/A,N/A,True,
Odluka: Interactive movie,2021,N/A,15 Mar 2021,N/A,Thriller,Branka Besevic Gajic,Branka Besevic Gajic,"Stefan Djokovic, Sasa Djurasevic, Vuk Gajic",N/A,Serbian,Serbia,N/A,https://m.media-amazon.com/images/M/MV5BOTk2NjUxZmItNGE1NS00Zjc5LTlkZjYtZTljMmIzYTcwYmUzXkEyXkFqcGdeQXVyMjk2MjEwMjE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt27624788,movie,N/A,N/A,N/A,N/A,True,
Loyalty the Movie,2021,N/A,12 Sep 2021,107 min,Crime,Andre Guffie,"Andre Guffie, Christopher Sheriff","Jonthan Bird, Anthony Border, Cj Franics",Unk and Nephew are trying to take over Atlanta dope game but things don't go the way they want them to.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMDc2YTQ4MzktMmI3Ni00YmQ2LWIzZDAtNmU1MjBkMTM1NTZkXkEyXkFqcGdeQXVyMTY0Njk5MTM3._V1_SX300.jpg,[],N/A,N/A,N/A,tt27692155,movie,N/A,N/A,N/A,N/A,True,
Skunk Ape Unit: The Movie,2021,N/A,26 May 2021,N/A,"Short, Reality-TV",Dean Hertzner,"Dean Hertzner, Michael Hertzner","Rob Goodman, Dean Hertzner, Michael Hertzner",N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt27897397,movie,N/A,N/A,N/A,N/A,True,
#093 PAW Patrol: The Movie (2021),2021,N/A,23 Aug 2021,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt27937572,movie,N/A,N/A,N/A,N/A,True,
Miruku no Kebin: The Movie,2021,N/A,21 Aug 2021,47 min,"Animation, Family",Milk Meister Takasago,Milk Meister Takasago,"Asa Fukada, Satoshi Ichijo, Yuki Ikedo",N/A,Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMTRkN2E4OGQtODUzZS00MTRkLThkNTctNmVjOGU4YTlkMzNkXkEyXkFqcGdeQXVyMTI2MzMwNTQw._V1_SX300.jpg,[],N/A,N/A,N/A,tt28020052,movie,N/A,N/A,N/A,N/A,True,
Nickelodeon 3DS Movie Maker,2021,N/A,16 Nov 2021,3 min,Comedy,Hayden Bentz,Hayden Bentz,Hayden Bentz,N/A,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNjZlNjg1YjAtMGZlMy00Y2ZmLWEwODQtMDc3MDJkODU0ZTNlXkEyXkFqcGdeQXVyMTQ0NTgzMjQx._V1_SX300.jpg,[],N/A,N/A,N/A,tt28324043,movie,N/A,N/A,N/A,N/A,True,
"Dark bricks movie (Mx player), Kutukit Add",2021,N/A,24 Mar 2021,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,[],N/A,N/A,N/A,tt28433462,movie,N/A,N/A,N/A,N/A,True,
AMC Movie Talk,2021,N/A,N/A,N/A,Talk-Show,N/A,N/A,"Jim Iyke, Uche Montana, Drey Simi","Join us every week on the AMC couch as we sit down and talk exclusively to the biggest movers and shakers in the buzzing industry. We are putting you in the know with all things in Nollywood cinema; actors, actresses, directors, p...",English,Nigeria,N/A,N/A,[],N/A,N/A,N/A,tt28435661,series,,,,,True,N/A
Back Home Movie,2021,N/A,10 Dec 2021,25 min,"Documentary, Short",Justin MacKenzie Peers,Justin MacKenzie Peers,N/A,N/A,French,France,N/A,https://m.media-amazon.com/images/M/MV5BZTEyY2FhMDgtOTE2OS00OGE1LTlmNjAtMWQ5MDcyZjU3NDA1XkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt28451173,movie,N/A,N/A,N/A,N/A,True,
Turnaroundz: Da Movie,2021,N/A,17 Apr 2021,86 min,"Crime, Drama",Edsall Ellison,N/A,"Ray Cheatom, Chyng, LeAndre Justin Davis","After turning his life around for the better, a man becomes a victim of his past when he returns to Detroit to help an old friend out of trouble.",English,United States,N/A,N/A,[],N/A,N/A,N/A,tt28687193,movie,N/A,N/A,N/A,N/A,True,
Untitled Meme Movie 2: All of It Is Messed Up,2021,TV-MA,08 May 2021,150 min,Comedy,Tessa Rose,N/A,"Tessa Rose, WilliamBruhMoment","Justi (Uzi Rose) tries to play a song in full, but has difficulties surrounding it due to enemies.",English,United States,N/A,N/A,[],N/A,N/A,N/A,tt28911723,movie,N/A,N/A,N/A,N/A,True,
Movie Night,2021,N/A,N/A,N/A,"Short, Horror",Jerrod Farthing,Jerrod Farthing,"Katherine Clark, Ashton Cressman, Naiya Novak","A couple go out on Halloween night, leaving their son at home with the babysitter. A nostalgic look at Halloween experienced though three generations of people.",English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BMDVkMDA3YTAtODg1My00YWNhLWI4NjgtYWVmNjMzYTZmNTEyXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt30222997,movie,N/A,N/A,N/A,N/A,True,
Finding Love in Quarantine: The Movie,2021,N/A,16 Feb 2021,94 min,"Drama, Romance",Matt Shapira,"Tommy Blaze, Matt Shapira, David A.R. White","David A.R. White, Ocean White, Eva LaRue","Amid a crisis that has forced everyone into quarantine, Rick Baldwin is seeking sanity - and maybe even. - love?",English,United States,N/A,N/A,[],N/A,N/A,N/A,tt30227186,movie,N/A,N/A,N/A,N/A,True,
Fatherhood: Kevin Hart Leads a Movie Trailer Focus Group,2021,N/A,N/A,N/A,Short,N/A,N/A,N/A,N/A,English,United States,N/A,N/A,[],N/A,N/A,N/A,tt30413271,movie,N/A,N/A,N/A,N/A,True,
Twenty Minute Movie,2021,N/A,28 Aug 2021,20 min,"Short, Comedy",Dakota Vooys,Dakota Vooys,"Adam Jonkman, Ben Keithan, Alexander Mihalopoulos",This movie is twenty minutes long. The plot is incomprehensible.,French,United States,N/A,N/A,[],N/A,N/A,N/A,tt30493615,movie,N/A,N/A,N/A,N/A,True,
"You, Me, & The Movies: Movie Reactions",2021–,N/A,22 Feb 2021,N/A,Comedy,N/A,"Mr. Movies, Mrs. Movies","Mr. Movies, Mrs. Movies",Just a Husband and Wife Watching Movies Together.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNDAwNjA4YTktY2NhNi00NTEzLTg5NTYtYTVjYmRmNDliNTU0XkEyXkFqcGdeQXVyNzExMzc0MDg@._V1_SX300.jpg,[],N/A,N/A,N/A,tt31170411,series,,,,,True,N/A
ACR the Movie: Return of the Red Jacket,2021,N/A,24 Aug 2021,N/A,"Short, Action, Comedy",Jake Silva,Jake Silva,"Jake Silva, Dylan Silva, Evan Moore",The ACR crew face off against Evil Jake and his forces of evil to end ACR once and for all.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZDZlOGIzMjItZWU4Mi00YTE3LWFhYTktYzMwOTkwZTc1YzA3XkEyXkFqcGdeQXVyMTc3NDU1NDc5._V1_SX300.jpg,[],N/A,N/A,N/A,tt31323558,movie,N/A,N/A,N/A,N/A,True,
